BankID	BankName	BankStreet	BankCity	BankState	BankZip
20919	"Superior CU, Inc."	4230 Elida Rd	LIMA	OH	45807
20920	"First Financial Bank, National Association"	400 Pine St	ABILENE	TX	79601
20921	Peoples Bank of Alabama	1912 Cherokee Ave SW	CULLMAN	AL	35055
20922	Enterprise Bank	12800 W Center Rd	OMAHA	NE	68144
20923	Heritage Bank	201 5th Ave SW	OLYMPIA	WA	98501
20924	Meriwest CU	5615 Chesbro Ave	SAN JOSE	CA	95123
20925	First-Citizens Bank & Trust Company	239 Fayetteville St	RALEIGH	NC	27601
20926	Farmers Bank and Trust Company	400 W Main	BLYTHEVILLE	AR	72315
20927	"Profinium Financial Holdings, Inc."	105 Lake Ave	FAIRMONT	MN	56031
20928	Quantum National Bank	505 Peachtree Industrial Blvd	SUWANEE	GA	30024
20929	Central Bank of the Midwest	609 N 291 Hwy	LEES SUMMIT	MO	64086
20930	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
20931	First Horizon Bank	165 Madison Ave	MEMPHIS	TN	38103
20932	Timberland Bank	624 Simpson Ave	HOQUIAM	WA	98550
20933	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
20934	Landmark National Bank	701 Poyntz Ave	MANHATTAN	KS	66502
20935	Bank Forward	390 Wheat St	HANNAFORD	ND	58448
20936	Spring Valley Bank	1206 Springfield Pike	CINCINNATI	OH	45215
20937	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
20938	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
20939	Glenview State Bank	800 Waukegan Rd	GLENVIEW	IL	60025
20940	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
20941	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
20942	Simmons Bank	501 Main St	PINE BLUFF	AR	71601
20943	Hanmi Bank	"3660 Wilshire Blvd, PH-A"	LOS ANGELES	CA	90010
20944	Bank of England	123 S Main St	ENGLAND	AR	72046
20945	Hanmi Bank	"3660 Wilshire Blvd, PH-A"	LOS ANGELES	CA	90010
20946	The National Bank of Indianapolis	"107 N Pennsylvania St, Ste 100"	INDIANAPOLIS	IN	46204
20947	"Santander Bank, National Association"	"824 N Market St, Ste 100"	WILMINGTON	DE	19801
20948	Northwest Bank	Liberty & Second St	WARREN	PA	16365
20949	Minnwest Bank	300 S Washington St	REDWOOD FALLS	MN	56283
20950	First Financial Bank	214 N Washington	EL DORADO	AR	71730
20951	Three Rivers Bank of Montana	233 E Idaho	KALISPELL	MT	59901
20952	Columbia State Bank	1301 A St	TACOMA	WA	98402
20953	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
20954	Columbia State Bank	1301 A St	TACOMA	WA	98402
20955	Arvest Bank	75 N East Ave	FAYETTEVILLE	AR	72701
20956	Columbia State Bank	1301 A St	TACOMA	WA	98402
20957	Plains State Bank	19404 Kenswick Dr	HUMBLE	TX	77338
20958	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
20959	Northfield Bank	1731 Victory Blvd	NEW YORK CITY	NY	10314
20960	Bank OZK	17901 Chenal Pkwy	LITTLE ROCK	AR	72223
20961	Vista Bank	5840 W Northwest Hwy	DALLAS	TX	75225
20962	"Citibank, N.A."	701 East 60th St North	SIOUX FALLS	SD	57104
20963	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
20964	UniBank	19315 Hwy 99	LYNNWOOD	WA	98036
20965	Columbia State Bank	1301 A St	TACOMA	WA	98402
20966	Arvest Bank	75 N East Ave	FAYETTEVILLE	AR	72701
20967	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
20968	"Horizon Bank, SSB"	"600 Congress, Ste 400"	AUSTIN	TX	78701
20969	UniBank	19315 Hwy 99	LYNNWOOD	WA	98036
20970	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
20971	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
20972	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
20973	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
20974	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
20975	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
20976	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
20977	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
20978	Unity Bank	207 W Lincoln St	AUGUSTA	WI	54722
20979	The Washington Trust Company of Westerly	23 Broad St	WESTERLY	RI	02891
20980	Radius Bank	"One Harbor St, Ste 201"	BOSTON	MA	02210
20981	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
20982	WestStar Bank	500 N Mesa St	EL PASO	TX	79901
20983	Eastern Bank	265 Franklin St	BOSTON	MA	02110
20984	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
20985	"First Western SBLC, Inc"	"17950 Preston Rd, Ste 600"	DALLAS	TX	75252
20986	Eastern Bank	265 Franklin St	BOSTON	MA	02110
20987	Hanmi Bank	"3660 Wilshire Blvd, PH-A"	LOS ANGELES	CA	90010
20988	WestStar Bank	500 N Mesa St	EL PASO	TX	79901
20989	Comerica Bank	1717 Main St	DALLAS	TX	75201
20990	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
20991	Fifth Third Bank	38 Fountain Sq Plz	CINCINNATI	OH	45263
20992	Pacific Alliance Bank	8400 E Valley Blvd	ROSEMEAD	CA	91770
20993	Cornhusker Bank	8310 'O' St	LINCOLN	NE	68521
20994	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
20995	Provident Bank	239 Washington St	JERSEY CITY	NJ	07302
20996	Celtic Bank Corporation	"268 S State St, Ste 300"	SALT LAKE CITY	UT	84111
20997	County National Bank	One S Howell St	HILLSDALE	MI	49242
20998	"PNC Bank, National Association"	222 Delaware Ave	WILMINGTON	DE	19801
20999	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21000	1st Constitution Bank	2650 Rte 130 & Dey Rd	CRANBURY	NJ	08512
21001	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
21002	Queensborough National Bank and Trust Company	113 E Broad St	LOUISVILLE	GA	30434
21003	Enterprise Bank	4091 Mount Royal Blvd	ALLISON PARK	PA	15101
21004	SAFE CU	"2295 Iron Point Rd, Ste 100"	FOLSOM	CA	95630
21005	EH National Bank	"8484 Wilshire Blvd, Ste 100"	BEVERLY HILLS	CA	90211
21006	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21007	Vision One CU	3279 Ramos Cir	SACRAMENTO	CA	95827
21008	Solvay Bank	1537 Milton Ave	SOLVAY	NY	13209
21009	Mountain America FCU	9800 S Monroe St	SANDY	UT	84070
21010	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21011	Frost Bank	100 W Houston St	SAN ANTONIO	TX	78205
21012	Three Rivers FCU	1615 Northland Blvd	FORT WAYNE	IN	46825
21013	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
21014	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21015	Mountain America FCU	9800 S Monroe St	SANDY	UT	84070
21016	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
21017	Schertz Bank & Trust	519 Main St	SCHERTZ	TX	78154
21018	Metro City Bank	5114 Buford Hwy	DORAVILLE	GA	30340
21019	Surrey Bank & Trust	145 N Renfro St	MOUNT AIRY	NC	27030
21020	Metro City Bank	5114 Buford Hwy	DORAVILLE	GA	30340
21021	Enterprise Bank and Trust Company	222 Merrimack St	LOWELL	MA	01852
21022	"United Midwest Savings Bank, National Association"	101 S Main St	DE GRAFF	OH	43318
21023	SAFE CU	"2295 Iron Point Rd, Ste 100"	FOLSOM	CA	95630
21024	Western Alliance Bank	1 E Washington St	PHOENIX	AZ	85004
21025	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
21026	"Associated Bank, National Association"	200 N Adams St	GREEN BAY	WI	54301
21027	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
21028	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
21029	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
21030	United Bank of Iowa	501 2nd St	IDA GROVE	IA	51445
21031	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
21032	"Citibank, N.A."	701 East 60th St North	SIOUX FALLS	SD	57104
21033	Vision One CU	3279 Ramos Cir	SACRAMENTO	CA	95827
21034	US Metro Bank	9866 Garden Grove Blvd	GARDEN GROVE	CA	92844
21035	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
21036	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21037	Open Bank	"1000 Wilshire Blvd, Ste 500"	LOS ANGELES	CA	90017
21038	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21039	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
21040	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
21041	Numerica CU	14610 E Sprague Ave	SPOKANE VALLEY	WA	99216
21042	"Grow America Fund, Incorporated"	24 Whitehall St	NEW YORK	NY	10004
21043	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
21044	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21045	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21046	Open Bank	"1000 Wilshire Blvd, Ste 500"	LOS ANGELES	CA	90017
21047	"Bank of America, National Association"	"100 N Tryon St, Ste 170"	CHARLOTTE	NC	28202
21048	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
21049	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
21050	Randolph-Brooks FCU	1 IKEA-RBFCU Parkway	LIVE OAK	TX	78233
21051	Premier America CU	19867 Prairie St	CHATSWORTH	CA	91311
21052	Premier America CU	19867 Prairie St	CHATSWORTH	CA	91311
21053	County National Bank	One S Howell St	HILLSDALE	MI	49242
21054	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
21055	FirstBank Puerto Rico	"1519 Ave Ponce de Le<ac,o>n"	SANTURCE	PR	00909
21056	Self-Help CU	301 W Main St	DURHAM	NC	27701
21057	FirstBank Puerto Rico	"1519 Ave Ponce de Le<ac,o>n"	SANTURCE	PR	00909
21058	Numerica CU	14610 E Sprague Ave	SPOKANE VALLEY	WA	99216
21059	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
21060	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
21061	"PNC Bank, National Association"	222 Delaware Ave	WILMINGTON	DE	19801
21062	Glacier Bank	202 Main St	KALISPELL	MT	59901
21063	"PNC Bank, National Association"	222 Delaware Ave	WILMINGTON	DE	19801
21064	America First FCU	1344 West 4675 South	RIVERDALE	UT	84405
21065	Beehive CU	1467 S Main St	SALT LAKE CITY	UT	84115
21066	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
21067	America First FCU	1344 West 4675 South	RIVERDALE	UT	84405
21068	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21069	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21070	"TD Bank, National Association"	2035 Limestone Rd	WILMINGTON	DE	19808
21071	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
21072	United Texas CU	5500 UTSA Blvd	SAN ANTONIO	TX	78249
21073	Lee Bank	75 Park St	LEE	MA	01238
21074	"PNC Bank, National Association"	222 Delaware Ave	WILMINGTON	DE	19801
21075	First National Bank of Pennsylvania	166 Main St	GREENVILLE	PA	16125
21076	First National Bank of Pennsylvania	166 Main St	GREENVILLE	PA	16125
21077	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21078	"Bank of America, National Association"	"100 N Tryon St, Ste 170"	CHARLOTTE	NC	28202
21079	"People's United Bank, National Association"	850 Main St	BRIDGEPORT	CT	06604
21080	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21081	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21082	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
21083	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
21084	BMO Harris Bank National Association	111 W Monroe St	CHICAGO	IL	60603
21085	BMO Harris Bank National Association	111 W Monroe St	CHICAGO	IL	60603
21086	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
21087	BMO Harris Bank National Association	111 W Monroe St	CHICAGO	IL	60603
21088	"NBT Bank, National Association"	52 S Broad St	NORWICH	NY	13815
21089	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21090	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
21091	"PNC Bank, National Association"	222 Delaware Ave	WILMINGTON	DE	19801
21092	"TD Bank, National Association"	2035 Limestone Rd	WILMINGTON	DE	19808
21093	"PNC Bank, National Association"	222 Delaware Ave	WILMINGTON	DE	19801
21094	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
21095	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
21096	Fifth Third Bank	38 Fountain Sq Plz	CINCINNATI	OH	45263
21097	"Community Trust Bank, Inc."	346 N Mayo Trl	PIKEVILLE	KY	41501
21098	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21099	Union Savings Bank	226 Main St	DANBURY	CT	06810
21100	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
21101	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
21102	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
21103	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
21104	Ameris Bank	24 Second Ave SE	MOULTRIE	GA	31768
21105	Ameris Bank	24 Second Ave SE	MOULTRIE	GA	31768
21106	Provident Bank	239 Washington St	JERSEY CITY	NJ	07302
21107	Provident Bank	239 Washington St	JERSEY CITY	NJ	07302
21108	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
21109	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
21110	Providence Bank	3855 Forum Blvd	COLUMBIA	MO	65203
21111	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
21112	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
21113	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
21114	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
21115	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
21116	Commonwealth Business Bank	"3435 Wilshire Blvd, Ste 700"	LOS ANGELES	CA	90010
21117	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21118	"Banc of California, National Association"	"3 MacArthur Pl, Ste 100"	SANTA ANA	CA	92707
21119	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21120	Independent Bank	3090 Craig Dr	MCKINNEY	TX	75070
21121	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21122	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21123	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21124	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21125	Northwest Bank	705 Grand Ave	SPENCER	IA	51301
21126	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21127	Five Star Bank	3100 Zinfandel Dr. Ste. 650	Rancho Cordova	CA	95670
21128	Independent Bank	3090 Craig Dr	MCKINNEY	TX	75070
21129	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21130	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21131	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21132	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
21133	Commonwealth Business Bank	"3435 Wilshire Blvd, Ste 700"	LOS ANGELES	CA	90010
21134	NewBank	146-01 Northern Blvd	NEW YORK CITY	NY	11354
21135	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21136	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
21137	City National Bank	555 S Flower St	LOS ANGELES	CA	90071
21138	NewBank	146-01 Northern Blvd	NEW YORK CITY	NY	11354
21139	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21140	"Bank of Southern California, National Association"	"12265 El Camino Real, Ste 100"	SAN DIEGO	CA	92130
21141	"Banc of California, National Association"	"3 MacArthur Pl, Ste 100"	SANTA ANA	CA	92707
21142	Adams Bank & Trust	315 N Spruce St	OGALLALA	NE	69153
21143	"Banc of California, National Association"	"3 MacArthur Pl, Ste 100"	SANTA ANA	CA	92707
21144	"Banc of California, National Association"	"3 MacArthur Pl, Ste 100"	SANTA ANA	CA	92707
21145	"Banc of California, National Association"	"3 MacArthur Pl, Ste 100"	SANTA ANA	CA	92707
21146	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21147	Northwest Bank	Liberty & Second St	WARREN	PA	16365
21148	First Hawaiian Bank	999 Bishop St	HONOLULU	HI	96813
21149	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
21150	First Hawaiian Bank	999 Bishop St	HONOLULU	HI	96813
21151	The Fauquier Bank	10 Courthouse Sq	WARRENTON	VA	20186
21152	The Yellowstone Bank	12 1st Ave	LAUREL	MT	59044
21153	"Spirit of Texas Bank, SSB"	625 University Dr East	COLLEGE STATION	TX	77840
21154	Bank of Pontiac	300 W Washington St	PONTIAC	IL	61764
21155	Banco Do Brasil Americas	"1221 Biscayne Blvd, Ste 2200"	MIAMI	FL	33131
21156	Wisconsin Bank & Trust	119 Junction Rd	MADISON	WI	53717
21157	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21158	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21159	Northwest Bank	Liberty & Second St	WARREN	PA	16365
21160	"OneWest Bank, A Division of"	95 S Lake Ave	PASADENA	CA	91101
21161	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
21162	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
21163	The Converse County Bank	322 Walnut St	DOUGLAS	WY	82633
21164	The Bank of Elk River	630 Main St	ELK RIVER	MN	55330
21165	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
21166	Brooklyn Cooperative FCU	1474 Myrtle Ave	NEW YORK CITY	NY	11237
21167	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
21168	Banco Popular de Puerto Rico	"209 Avenida Luis Mu<td,n>oz Ri"	SAN JUAN	PR	00918
21169	"MUFG Union Bank, National Association"	"400 California St., Mailcode 4"	SAN FRANCISCO	CA	94104
21170	"South Central Bank, Inc."	501 S L Rogers Wells Blvd	GLASGOW	KY	42141
21171	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
21172	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21173	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
21174	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21175	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21176	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21177	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21178	Wyoming Community Bank	1700 N Federal Blvd	RIVERTON	WY	82501
21179	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
21180	Pacific Premier Bank	"17901 Von Karman Ave, Ste 1200"	IRVINE	CA	92614
21181	Columbia State Bank	1301 A St	TACOMA	WA	98402
21182	Shoreline CU	4400 Calumet Ave	MANITOWOC	WI	54220
21183	"FNB Bank, Inc."	101 E Broadway St	MAYFIELD	KY	42066
21184	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
21185	1st Constitution Bank	2650 Rte 130 & Dey Rd	CRANBURY	NJ	08512
21186	"MUFG Union Bank, National Association"	"400 California St., Mailcode 4"	SAN FRANCISCO	CA	94104
21187	Live Oak Banking Company	1741 Tiburon Dr	WILMINGTON	NC	28403
21188	Teachers FCU	102 Motor Pkwy	HAUPPAUGE	NY	11788
21189	Kaw Valley Bank	1110 N Kansas Ave	TOPEKA	KS	66608
21190	Kaw Valley Bank	1110 N Kansas Ave	TOPEKA	KS	66608
21191	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
21192	Solvay Bank	1537 Milton Ave	SOLVAY	NY	13209
21193	Sonabank	"10900 Nuckols Rd, Ste 325"	GLEN ALLEN	VA	23060
21194	Sonabank	"10900 Nuckols Rd, Ste 325"	GLEN ALLEN	VA	23060
21195	Sonabank	"10900 Nuckols Rd, Ste 325"	GLEN ALLEN	VA	23060
21196	Sonabank	"10900 Nuckols Rd, Ste 325"	GLEN ALLEN	VA	23060
21197	First Internet Bank of Indiana	11201 USA Pkwy	FISHERS	IN	46037
21198	United Business Bank	"500 Ygnacio Valley Rd, Ste 200"	WALNUT CREEK	CA	94596
21199	First Colorado National Bank	133 Grand Ave	PAONIA	CO	81428
21200	"South Central Bank, Inc."	501 S L Rogers Wells Blvd	GLASGOW	KY	42141
21201	Liberty Bank	315 Main St	MIDDLETOWN	CT	06457
21202	First Volunteer Bank	728 Broad St	CHATTANOOGA	TN	37402
21203	"Newtek Small Business Finance, Inc."	1981 Marcus Avenue	LAKE SUCCESS	NY	11042
21204	Arvest Bank	75 N East Ave	FAYETTEVILLE	AR	72701
21205	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
21206	Seacoast Commerce Bank	"11939 Rancho Bernardo Rd, Ste"	SAN DIEGO	CA	92128
21207	"Spirit of Texas Bank, SSB"	625 University Dr East	COLLEGE STATION	TX	77840
21208	"Heritage Bank, A Division of"	101 N Main St	JONESBORO	GA	30236
21209	Bank Rhode Island	One Turks Head Place	PROVIDENCE	RI	02903
21210	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
21211	Bank Rhode Island	One Turks Head Place	PROVIDENCE	RI	02903
21212	Pacific Premier Bank	"17901 Von Karman Ave, Ste 1200"	IRVINE	CA	92614
21213	First Financial Bank	214 N Washington	EL DORADO	AR	71730
21214	Community Bank of Mississippi	323 E Third St	FOREST	MS	39074
21215	Fifth Third Bank	38 Fountain Sq Plz	CINCINNATI	OH	45263
21216	WestStar Bank	500 N Mesa St	EL PASO	TX	79901
21217	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21218	Main Street Bank Corp.	"2001 Main St, Ste 100"	WHEELING	WV	26003
21219	"First Mid Bank & Trust, National Association"	1515 Charleston Ave.	MATTOON	IL	61938
21220	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21221	The First Bank and Trust Company	359 W Main St	LEBANON	VA	24266
21222	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
21223	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21224	Sandy Spring Bank	17801 Georgia Ave	OLNEY	MD	20832
21225	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21226	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21227	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21228	First Farmers & Merchants Bank	920 4th St South	CANNON FALLS	MN	55009
21229	Passumpsic Savings Bank	497 Railroad St	SAINT JOHNSBURY	VT	05819
21230	First National Bank of Pennsylvania	166 Main St	GREENVILLE	PA	16125
21231	"Limestone Bank, Inc."	2500 Eastpoint Pkwy	LOUISVILLE	KY	40223
21232	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21233	"Webster Bank, National Association"	137 Bank St	WATERBURY	CT	06702
21234	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21235	"Community Trust Bank, Inc."	346 N Mayo Trl	PIKEVILLE	KY	41501
21236	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
21237	Glacier Bank	202 Main St	KALISPELL	MT	59901
21238	Bank of Utah	2605 Washington Blvd	OGDEN	UT	84401
21239	Timberland Bank	624 Simpson Ave	HOQUIAM	WA	98550
21240	First American Bank	700 Busse Rd	ELK GROVE VILLAGE	IL	60007
21241	Self-Help CU	301 W Main St	DURHAM	NC	27701
21242	Bar Harbor Bank & Trust	82 Main St	BAR HARBOR	ME	04609
21243	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21244	"UMB Bank, National Association"	1010 Grand Blvd	KANSAS CITY	MO	64106
21245	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
21246	VISIONBank	3000 25th St South	FARGO	ND	58103
21247	"Guaranty Bank & Trust, National Association"	100 W Arkansas	MOUNT PLEASANT	TX	75455
21248	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21249	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21250	"Bank of America, National Association"	"100 N Tryon St, Ste 170"	CHARLOTTE	NC	28202
21251	First Bank & Trust	9816 Slide Rd	LUBBOCK	TX	79424
21252	KeyBank National Association	127 Public Sq	CLEVELAND	OH	44114
21253	KeyBank National Association	127 Public Sq	CLEVELAND	OH	44114
21254	"TD Bank, National Association"	2035 Limestone Rd	WILMINGTON	DE	19808
21255	"TD Bank, National Association"	2035 Limestone Rd	WILMINGTON	DE	19808
21256	Flagler Bank	1801 Forest Hill Blvd	WEST PALM BEACH	FL	33406
21257	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21258	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
