BankID	BankName	BankStreet	BankCity	BankState	BankZip
21259	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21260	"Bank of America, National Association"	"100 N Tryon St, Ste 170"	CHARLOTTE	NC	28202
21261	Central Bank of Warrensburg	401 N Maguire	WARRENSBURG	MO	64093
21262	Ballston Spa National Bank	990 State Rte 67	BALLSTON SPA	NY	12020
21263	"Bank of America, National Association"	"100 N Tryon St, Ste 170"	CHARLOTTE	NC	28202
21264	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
21265	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21266	Radius Bank	"One Harbor St, Ste 201"	BOSTON	MA	02210
21267	Western Commerce Bank	127 S Canyon St	CARLSBAD	NM	88220
21268	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21269	First Interstate Bank	401 N 31st St	BILLINGS	MT	59101
21270	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
21271	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21272	First Bank & Trust	9816 Slide Rd	LUBBOCK	TX	79424
21273	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21274	Arvest Bank	75 N East Ave	FAYETTEVILLE	AR	72701
21275	Trustmark National Bank	248 E Capitol St	JACKSON	MS	39201
21276	Central Bank	75 N University Ave	PROVO	UT	84601
21277	Baker Boyer National Bank	7 W Main St	WALLA WALLA	WA	99362
21278	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21279	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
21280	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
21281	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
21282	Pinnacle Bank	250 W Lancaster Ave	FORT WORTH	TX	76102
21283	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
21284	"Biddeford Savings, A Division of"	254 Main St	BIDDEFORD	ME	04005
21285	HarborOne Bank	770 Oak St	BROCKTON	MA	02301
21286	Utah First FCU	200 E South Temple	SALT LAKE CITY	UT	84111
21287	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21288	WestStar Bank	500 N Mesa St	EL PASO	TX	79901
21289	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21290	First Bank & Trust	9816 Slide Rd	LUBBOCK	TX	79424
21291	Citizens National Bank	200 Forks of the River Pkwy	SEVIERVILLE	TN	37862
21292	Fairfield County Bank	150 Danbury Rd	RIDGEFIELD	CT	06877
21293	Bar Harbor Bank & Trust	82 Main St	BAR HARBOR	ME	04609
21294	"UMB Bank, National Association"	1010 Grand Blvd	KANSAS CITY	MO	64106
21295	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21296	KeyBank National Association	127 Public Sq	CLEVELAND	OH	44114
21297	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21298	Liberty Bank	315 Main St	MIDDLETOWN	CT	06457
21299	"Fidelity Bank, National Association"	100 E English St	WICHITA	KS	67202
21300	BBVA USA	15 S 20th St	BIRMINGHAM	AL	35233
21301	First Nebraska Bank	330 N Spruce	VALLEY	NE	68064
21302	Middlesex Savings Bank	6 Main St	NATICK	MA	01760
21303	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21304	Middlesex Savings Bank	6 Main St	NATICK	MA	01760
21305	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21306	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21307	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21308	Citizens State Bank	117 W First St	MONTICELLO	IA	52310
21309	Wisconsin Bank & Trust	119 Junction Rd	MADISON	WI	53717
21310	First Financial Bank	214 N Washington	EL DORADO	AR	71730
21311	First Financial Bank	214 N Washington	EL DORADO	AR	71730
21312	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
21313	BankPlus	202 E Jackson St	BELZONI	MS	39038
21314	UniBank for Savings	49 Church St	WHITINSVILLE	MA	01588
21315	First Financial Bank	214 N Washington	EL DORADO	AR	71730
21316	Pacific Premier Bank	"17901 Von Karman Ave, Ste 1200"	IRVINE	CA	92614
21317	Ameris Bank	24 Second Ave SE	MOULTRIE	GA	31768
21318	First State Community Bank	201 E Columbia	FARMINGTON	MO	63640
21319	First United Bank and Trust Company	1400 W Main St	DURANT	OK	74701
21320	"Superior CU, Inc."	4230 Elida Rd	LIMA	OH	45807
21321	Shoreline CU	4400 Calumet Ave	MANITOWOC	WI	54220
21322	Community 1st Bank Las Vegas	600 Douglass Ave	LAS VEGAS	NM	87701
21323	BBVA USA	15 S 20th St	BIRMINGHAM	AL	35233
21324	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21325	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21326	The State Bank	1902 Hill Ave	SPIRIT LAKE	IA	51360
21327	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21328	Berkshire Bank	99 North St	PITTSFIELD	MA	01201
21329	"TD Bank, National Association"	2035 Limestone Rd	WILMINGTON	DE	19808
21330	Drake Bank	"60 E Plato Blvd, Ste 100"	SAINT PAUL	MN	55107
21331	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
21332	Bank of Hays	1000 W 27th St	HAYS	KS	67601
21333	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
21334	"Dollar Bank, A Federal Savings Bank"	Three Gateway Ctr Lobby	PITTSBURGH	PA	15222
21335	PromiseOne Bank	2385 Pleasant Hill Rd	DULUTH	GA	30096
21336	United Bank of El Paso del Norte	125 Mesa Hills Dr	EL PASO	TX	79912
21337	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21338	Navy FCU	820 Follin Ln	VIENNA	VA	22180
21339	"UMB Bank, National Association"	1010 Grand Blvd	KANSAS CITY	MO	64106
21340	"Sunrise Banks, National Association"	200 University Ave West	SAINT PAUL	MN	55103
21341	Regions Bank	1900 5th Ave North	BIRMINGHAM	AL	35203
21342	Lakeland Bank	2717 Rte 23 South	NEWFOUNDLAND	NJ	07435
21343	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21344	Regions Bank	1900 5th Ave North	BIRMINGHAM	AL	35203
21345	"UMB Bank, National Association"	1010 Grand Blvd	KANSAS CITY	MO	64106
21346	Regions Bank	1900 5th Ave North	BIRMINGHAM	AL	35203
21347	HomeTown Bank	1000 E Cook St	REDWOOD FALLS	MN	56283
21348	Community First Bank of the Heartland	117 N 10th St	MOUNT VERNON	IL	62864
21349	First Dakota National Bank	225 Cedar St	YANKTON	SD	57078
21350	FirstBank Puerto Rico	"1519 Ave Ponce de Le<ac,o>n"	SANTURCE	PR	00909
21351	Stock Yards Bank & Trust Company	1040 E Main St	LOUISVILLE	KY	40206
21352	TCF National Bank	2508 S Louise Ave	SIOUX FALLS	SD	57106
21353	First Hawaiian Bank	999 Bishop St	HONOLULU	HI	96813
21354	TCF National Bank	2508 S Louise Ave	SIOUX FALLS	SD	57106
21355	TCF National Bank	2508 S Louise Ave	SIOUX FALLS	SD	57106
21356	"Leader Bank, National Association"	180 Massachusetts Ave	ARLINGTON	MA	02474
21357	"TD Bank, National Association"	2035 Limestone Rd	WILMINGTON	DE	19808
21358	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
21359	Fox Communities CU	3401 E Calumet St	APPLETON	WI	54915
21360	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21361	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
21362	Berkshire Bank	99 North St	PITTSFIELD	MA	01201
21363	First Merchants Bank	200 E Jackson St	MUNCIE	IN	47305
21364	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21365	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21366	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21367	FirstBank Puerto Rico	"1519 Ave Ponce de Le<ac,o>n"	SANTURCE	PR	00909
21368	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21369	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
21370	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
21371	Bank OZK	17901 Chenal Pkwy	LITTLE ROCK	AR	72223
21372	Prime Alliance Bank	1868 S 500 West	WOODS CROSS	UT	84010
21373	CTBC Bank Corp. (USA).	"801 S Figueroa St, Ste 2300"	LOS ANGELES	CA	90017
21374	Embassy National Bank	1817 N Brown Rd	LAWRENCEVILLE	GA	30043
21375	MidWestOne Bank	102 S Clinton St	IOWA CITY	IA	52240
21376	"People's United Bank, National Association"	850 Main St	BRIDGEPORT	CT	06604
21377	"First Financial Bank, National Association"	One First Financial Plaza	TERRE HAUTE	IN	47807
21378	Habib American Bank	99 Madison Ave	NEW YORK CITY	NY	10016
21379	"Amerant Bank, National Association"	220 Alhambra Circle	CORAL GABLES	FL	33134
21380	Central National Bank	802 N Washington St	JUNCTION CITY	KS	66441
21381	HomeStreet Bank	"601 Union St, 2000 Two Union S"	SEATTLE	WA	98101
21382	"BOKF, National Association"	One Williams Center	TULSA	OK	74172
21383	Berkshire Bank	99 North St	PITTSFIELD	MA	01201
21384	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
21385	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
21386	Northwest Bank	705 Grand Ave	SPENCER	IA	51301
21387	Northwest Bank	705 Grand Ave	SPENCER	IA	51301
21388	"Webster Bank, National Association"	137 Bank St	WATERBURY	CT	06702
21389	"Webster Bank, National Association"	137 Bank St	WATERBURY	CT	06702
21390	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
21391	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
21392	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
21393	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
21394	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
21395	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
21396	The Bank of Clovis	300N Main St	CLOVIS	NM	88101
21397	Citizens Business Bank	701 N Haven Ave	ONTARIO	CA	91764
21398	United Bank of El Paso del Norte	125 Mesa Hills Dr	EL PASO	TX	79912
21399	Community State Bank	1414 W 11th St	COFFEYVILLE	KS	67337
21400	City National Bank of Florida	100 SE 2nd St	MIAMI	FL	33131
21401	"Newtek Small Business Finance, Inc."	1981 Marcus Avenue	LAKE SUCCESS	NY	11042
21402	The Converse County Bank	322 Walnut St	DOUGLAS	WY	82633
21403	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
21404	Radius Bank	"One Harbor St, Ste 201"	BOSTON	MA	02210
21405	"Spirit of Texas Bank, SSB"	625 University Dr East	COLLEGE STATION	TX	77840
21406	Community First Bank	6401 W Clearwater Ave	KENNEWICK	WA	99336
21407	Bank Five Nine	155 W Wisconsin Ave	OCONOMOWOC	WI	53066
21408	Citizens Business Bank	701 N Haven Ave	ONTARIO	CA	91764
21409	The Washington Trust Company of Westerly	23 Broad St	WESTERLY	RI	02891
21410	American State Bank & Trust Company of Williston	223 Main St	WILLISTON	ND	58801
21411	Honor Bank	2254 Henry St	HONOR	MI	49640
21412	Union National Bank	101 E Chicago St	ELGIN	IL	60120
21413	Sunwest Bank	"2050 Main St, Ste 300"	IRVINE	CA	92614
21414	"Webster Bank, National Association"	137 Bank St	WATERBURY	CT	06702
21415	"Wilmington Savings Fund Society, FSB"	500 Delaware Ave	WILMINGTON	DE	19801
21416	Frost Bank	100 W Houston St	SAN ANTONIO	TX	78205
21417	The Washington Trust Company of Westerly	23 Broad St	WESTERLY	RI	02891
21418	FirstBank Puerto Rico	"1519 Ave Ponce de Le<ac,o>n"	SANTURCE	PR	00909
21419	Live Oak Banking Company	1741 Tiburon Dr	WILMINGTON	NC	28403
21420	"Wilmington Savings Fund Society, FSB"	500 Delaware Ave	WILMINGTON	DE	19801
21421	"PNC Bank, National Association"	222 Delaware Ave	WILMINGTON	DE	19801
21422	Frost Bank	100 W Houston St	SAN ANTONIO	TX	78205
21423	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
21424	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21425	HarborOne Bank	770 Oak St	BROCKTON	MA	02301
21426	Monona Bank	5515 Monona Dr	MONONA	WI	53716
21427	Live Oak Banking Company	1741 Tiburon Dr	WILMINGTON	NC	28403
21428	Hometown Bank	80 Sheboygan St	FOND DU LAC	WI	54935
21429	Sky FCU	111 North 'B' St	LIVINGSTON	MT	59047
21430	Clear Lake Bank & Trust Company	322 Main Ave	CLEAR LAKE	IA	50428
21431	"Newtek Small Business Finance, Inc."	1981 Marcus Avenue	LAKE SUCCESS	NY	11042
21432	FirstBank Puerto Rico	"1519 Ave Ponce de Le<ac,o>n"	SANTURCE	PR	00909
21433	Fidelity Deposit and Discount Bank	101 S Blakely St	DUNMORE	PA	18512
21434	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21435	FirstBank Puerto Rico	"1519 Ave Ponce de Le<ac,o>n"	SANTURCE	PR	00909
21436	FirstBank Puerto Rico	"1519 Ave Ponce de Le<ac,o>n"	SANTURCE	PR	00909
21437	"BankUnited, National Association"	14817 Oak Lane	MIAMI LAKES	FL	33016
21438	Summit CU	1709 Landmark Dr	COTTAGE GROVE	WI	53527
21439	Columbia State Bank	1301 A St	TACOMA	WA	98402
21440	City National Bank of Florida	100 SE 2nd St	MIAMI	FL	33131
21441	HarborOne Bank	770 Oak St	BROCKTON	MA	02301
21442	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
21443	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
21444	First National Bank of Pennsylvania	166 Main St	GREENVILLE	PA	16125
21445	Bank OZK	17901 Chenal Pkwy	LITTLE ROCK	AR	72223
21446	The Park National Bank	50 N Third St	NEWARK	OH	43055
21447	Community Valley Bank	1443 W Main St	EL CENTRO	CA	92243
21448	GBC International Bank	"5670 Wilshire Blvd, Ste 1780"	LOS ANGELES	CA	90036
21449	First Financial Bank	214 N Washington	EL DORADO	AR	71730
21450	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21451	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21452	City National Bank of Florida	100 SE 2nd St	MIAMI	FL	33131
21453	FirstBank Puerto Rico	"1519 Ave Ponce de Le<ac,o>n"	SANTURCE	PR	00909
21454	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21455	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21456	First Citizens State Bank	207 W Main St	WHITEWATER	WI	53190
21457	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21458	"BankUnited, National Association"	14817 Oak Lane	MIAMI LAKES	FL	33016
21459	Altra FCU	1700 Oak Forest Dr	ONALASKA	WI	54650
21460	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
21461	BMO Harris Bank National Association	111 W Monroe St	CHICAGO	IL	60603
21462	Altra FCU	1700 Oak Forest Dr	ONALASKA	WI	54650
21463	Salem Five Cents Savings Bank	210 Essex St	SALEM	MA	01970
21464	City National Bank of Florida	100 SE 2nd St	MIAMI	FL	33131
21465	State Bank of Lizton	206 N State St	LIZTON	IN	46149
21466	Community National Bank	4811 US Rte 5	DERBY	VT	05829
21467	"TD Bank, National Association"	2035 Limestone Rd	WILMINGTON	DE	19808
21468	Pinnacle Bank	"150 Third Ave S, Ste 900"	NASHVILLE	TN	37201
21469	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21470	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
21471	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21472	"Alerus Financial, National Association"	401 DeMers Ave	GRAND FORKS	ND	58201
21473	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21474	FirstBank Puerto Rico	"1519 Ave Ponce de Le<ac,o>n"	SANTURCE	PR	00909
21475	Columbia State Bank	1301 A St	TACOMA	WA	98402
21476	Select Bank & Trust Company	700 W Cumberland St	DUNN	NC	28334
21477	Boston Private Bank & Trust Company	10 Post Office Sq	BOSTON	MA	02109
21478	"North Shore Bank, FSB"	15700 W Bluemound Rd	BROOKFIELD	WI	53005
21479	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21480	Citizens State Bank of La Crosse	620 Main St	LA CROSSE	WI	54601
21481	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21482	BMO Harris Bank National Association	111 W Monroe St	CHICAGO	IL	60603
21483	Greenfield Co-Operative Bank	63 Federal St	GREENFIELD	MA	01301
21484	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
21485	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
21486	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21487	HomeStreet Bank	"601 Union St, 2000 Two Union S"	SEATTLE	WA	98101
21488	Berkshire Bank	99 North St	PITTSFIELD	MA	01201
21489	Salem Five Cents Savings Bank	210 Essex St	SALEM	MA	01970
21490	Salem Five Cents Savings Bank	210 Essex St	SALEM	MA	01970
21491	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
21492	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
21493	BMO Harris Bank National Association	111 W Monroe St	CHICAGO	IL	60603
21494	Mascoma Bank	67 N Park St	LEBANON	NH	03766
21495	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
21496	Watertown Savings Bank	111 Clinton St	WATERTOWN	NY	13601
21497	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
21498	Wadena State Bank	304 1st St SE	WADENA	MN	56482
21499	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
21500	First Central State Bank	914 6th Ave	DE WITT	IA	52742
21501	Oriental Bank	"254 Ave Mu<td,n>oz Rivera, Esq"	SAN JUAN	PR	00918
21502	Great Western Bank	225 S Main Ave	SIOUX FALLS	SD	57104
21503	"American Savings Bank, FSB"	1001 Bishop St	HONOLULU	HI	96813
21504	Verus Bank of Commerce	"3700 S College Ave, Unit 102"	FORT COLLINS	CO	80525
21505	Columbia Community CU	200 SE Park Plaza Dr	VANCOUVER	WA	98684
21506	"Bremer Bank, National Association"	372 St. Peter St	SAINT PAUL	MN	55102
21507	United Bank of El Paso del Norte	125 Mesa Hills Dr	EL PASO	TX	79912
21508	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
21509	Portage Community Bank	1311 E Main St	RAVENNA	OH	44266
21510	East West Bank	"135 N Los Robles Ave, 7th Fl"	PASADENA	CA	91101
21511	Kennebunk Savings Bank	104 Main St	KENNEBUNK	ME	04043
21512	"Sunflower Bank, National Association"	"1400 16th St, Ste 250"	DENVER	CO	80202
21513	Georgia Primary Bank	3880 Roswell Rd NE	ATLANTA	GA	30342
21514	"KEB Hana Bank USA, National Association"	201 Main St	FORT LEE	NJ	07024
21515	BBVA USA	15 S 20th St	BIRMINGHAM	AL	35233
21516	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21517	United Bank of El Paso del Norte	125 Mesa Hills Dr	EL PASO	TX	79912
21518	America First FCU	1344 West 4675 South	RIVERDALE	UT	84405
21519	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21520	American Bank Center	140 1st Ave West	DICKINSON	ND	58601
21521	First Chatham Bank	111 Barnard St	SAVANNAH	GA	31401
21522	Atlantic Union Bank	"1051 E Cary St, Ste 103"	RICHMOND	VA	23219
21523	BMO Harris Bank National Association	111 W Monroe St	CHICAGO	IL	60603
21524	Freedom CU	1976 Main St	SPRINGFIELD	MA	01103
21525	"TD Bank, National Association"	2035 Limestone Rd	WILMINGTON	DE	19808
21526	Sterling National Bank	400 Rella Blvd	MONTEBELLO	NY	10901
21527	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21528	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21529	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
21530	BMO Harris Bank National Association	111 W Monroe St	CHICAGO	IL	60603
21531	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21532	Hanmi Bank	"3660 Wilshire Blvd, PH-A"	LOS ANGELES	CA	90010
21533	Fidelity Deposit and Discount Bank	101 S Blakely St	DUNMORE	PA	18512
21534	United Bank of El Paso del Norte	125 Mesa Hills Dr	EL PASO	TX	79912
21535	Union State Bank of Fargo	4530 17th Ave S	FARGO	ND	58103
21536	"TD Bank, National Association"	2035 Limestone Rd	WILMINGTON	DE	19808
21537	Union State Bank of Fargo	4530 17th Ave S	FARGO	ND	58103
21538	BMO Harris Bank National Association	111 W Monroe St	CHICAGO	IL	60603
21539	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21540	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
21541	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
21542	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21543	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21544	Pacific Premier Bank	"17901 Von Karman Ave, Ste 1200"	IRVINE	CA	92614
21545	First Northern Bank of Wyoming	141 S Main St	BUFFALO	WY	82834
21546	Cyprus FCU	3876 W Centerview Way	WEST JORDAN	UT	84084
21547	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
21548	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
21549	Live Oak Banking Company	1741 Tiburon Dr	WILMINGTON	NC	28403
21550	Wisconsin Bank & Trust	119 Junction Rd	MADISON	WI	53717
21551	"Intercredit Bank, National Association"	4725 Southwest 8th St	MIAMI	FL	33134
21552	"Webster Bank, National Association"	137 Bank St	WATERBURY	CT	06702
21553	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21554	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
21555	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
21556	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
21557	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
21558	Fall River Five Cents Savings Bank d/b/a BankFive	79 N Main St	FALL RIVER	MA	02720
21559	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
21560	Pinnacle Bank	1401 'N' St	LINCOLN	NE	68508
21561	STAR Financial Bank	127 W Berry St	FORT WAYNE	IN	46802
21562	"Wilmington Savings Fund Society, FSB"	500 Delaware Ave	WILMINGTON	DE	19801
21563	HarborOne Bank	770 Oak St	BROCKTON	MA	02301
21564	Monson Savings Bank	146 Main St	MONSON	MA	01057
21565	The Bank of Princeton	183 Bayard Lane	PRINCETON	NJ	08540
21566	"First Mid Bank & Trust, National Association"	1515 Charleston Ave.	MATTOON	IL	61938
21567	Eastern Bank	265 Franklin St	BOSTON	MA	02110
21568	Simmons Bank	501 Main St	PINE BLUFF	AR	71601
21569	Live Oak Banking Company	1741 Tiburon Dr	WILMINGTON	NC	28403
21570	First Merchants Bank	200 E Jackson St	MUNCIE	IN	47305
21571	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
